,asin,title,categories
842,1401216307,JLA: Kid Amazo,Books
843,1401216730,Robin: The Big Leagues,Books
844,140121679X,"Superman: The Man of Steel, Vol. 6",Books
845,1401215351,Noche Roja (Vertigo Crime),Books
846,1401216846,Captain Carrot and the Final Ark,Books
847,1401217206,"Doom Patrol Archives, Vol. 5",Books
848,1401216447,Connor Hawke: Dragon's Blood,Books
849,1401217109,The League of Extraordinary Gentlemen : Black Dossier,Books
850,1401217397,"Justice League International, Vol. 1",Books
851,1401217389,Teru Teru X Shonen: VOL 01,Books
852,1401216528,Justice League of America Vol. 2: The Lightning Saga,Books
853,1401217125,"Showcase Presents: Aquaman, Vol. 2",Books
854,1401216714,Nightwing: The Lost Year,Books
855,1401217281,Dokkoida?! VOL 03,Books
856,1401217052,"Heroes, Vol. 1",Books
857,1401215645,"JLA Confidential, Book 1: Ultramarine Corps",Books
858,1401216250,El Diablo,Books
859,1401216242,"Doom Patrol, Book 6: Planet Love",Books
860,1401216684,Legion of Super-Heroes in the 31st Century: Tomorrow's Heroes - VOL 01,Books
861,1401217567,Kiichi and the Magic Books VOL 02 (Kiichi and the Magic Books),Books
862,1401216722,Outsiders Five Of A Kind TP (Outsiders (DC Comics Numbered)),Books
863,1401217370,"Emma, Vol. 7",Books
864,1401216323,Manhunter Vol. 4: Unleashed (DC Comics),Books
865,140121553X,Sword of the Atom,Books
866,1401217338,The Highwaymen,Books
867,1401216757,"Showcase Presents: The Brave and the Bold - The Batman Team-Ups, Vol. 2",Books
868,1401216765,"Showcase Presents: Robin the Boy Wonder, Vol. 1",Books
869,1401217192,"Showcase Presents: Batman, Vol. 3",Books
870,1401217818,52 Aftermath: The Four Horsemen (DC Comics),Books
871,140121617X,Kikaider 02 VOL 07 (Kikaider Code 02),Books
872,1401217702,"Presents, Vol. 3",Books
873,1401217931,"Showcase Presents: Haunted Tank, Vol. 2",Books
874,140121276X,"Gon, Vol. 4",Books
875,1401216625,DMZ Vol. 4: Friendly Fire,Books
876,1401215998,"The Name of the Flower, Vol. 4",Books
877,1401217427,Batman: Lovers and Madmen,Books
878,1401216951,Supergirl &amp; the Legion of Super Heroes: The Quest for Cosmic Boy,Books
879,1401217133,"Showcase Presents: Sgt. Rock, Vol. 1",Books
880,1401217222,Showcase Presents: Phantom Stranger - Volume 2,Books
881,1401216404,Batman: False Faces,Books
882,1401217737,"Welcome to Tranquility, Vol. 2",Books
883,1401217893,"Countdown to Final Crisis, Vol. 1",Books
884,1401217214,"Showcase Presents: Enemy Ace, Vol. 1",Books
885,1401217044,Penguin Revolution: VOL 05,Books
886,1401217036,Wildstorm: Armageddon,Books
887,1401217877,Booster Gold: - Volume One 52 Pick-Up,Books
888,1401217400,Superman / Batman: Torment,Books
889,1401217176,"Showcase Presents: Supergirl, Vol. 1",Books
890,1401216900,"Justice Society of America Vol. 2: Thy Kingdom Come, Part 1",Books
891,1401217265,Dokkoida?: VOL 01,Books
892,1401216862,Fables Vol. 10: The Good Prince,Books
893,1401217966,Vertigo First Cut (DC Comics Vertigo),Books
894,1401216617,"Adam Strange. The - Archives, Volume 3 (DC Archive Editions)",Books
895,1401217915,Legion of Super-Heroes: 1050 Years of the Future,Books
896,1401215661,"Superman: Camelot Falls, Vol. 2",Books
897,1401217559,"Kiichi and the Magic Books, Vol. 1",Books
898,1401217834,Batman vs. Two-Face,Books
899,1401216994,"The Starman Omnibus, Vol. 1",Books
900,1401217451,"Moon Child, Vol. 11",Books
901,140121732X,Wonder Woman: Amazons Attack SC (Wonder Woman (Graphic Novels)),Books
902,1401218059,Showcase Presents The Flash VOL 02,Books
903,1401216293,Justice League of America: The Hypothetical Woman,Books
904,1401217745,Crayon Shinchan VOL 03 {Mature} (Crayon Shinchan - Reissue),Books
905,1401216609,Diana Prince: Wonder Woman - VOL 01,Books
906,1401217974,Batman: Jekyll &amp; Hyde,Books
907,1401216838,Batman: Lovers and Madmen (Batman (DC Comics Hardcover)),Books
908,1401218164,Infinity Inc. VOL 01: Luthor's Monsters,Books
909,1401216897,Jonah Hex: Only the Good Die Young - Volume 4,Books
910,1401217028,Un-Men Vol. 1 Get Your Freak On,Books
911,1401218024,Justice League of America Vol. 3: The Injustice League,Books
912,1401217907,Jack Kirby's O.M.A.C.,Books
913,140121813X,"Y: The Last Man, Vol. 10: Whys and Wherefores",Books
914,1401217842,Batman: Joker's Last Laugh,Books
915,1401216978,"Showcase Presents: World's Finest, Vol. 1",Books
916,1401217958,Superman: The World of Krypton,Books
917,1401217249,"Showcase Presents: Legion of Super-Heroes, Vol. 2",Books
918,1401218202,"Batman: Faces[ BATMAN: FACES ] by Wagner, M. (Author) Jul-29-08[ Paperback ]",Books
919,1401215289,The Mad War on Bush,Books
920,1401217850,Batman: The Resurrection of Ra's Al Ghul,Books
921,1401218253,Diana Prince: Wonder Woman VOL 2 (Wonder Woman (Graphic Novels)),Books
922,1401216919,Justice League Unlimited: The Ties That Bind,Books
923,1401218075,Teen Titans: Titans of Tomorrow,Books
924,1401217761,Penguin Revolution VOL 06,Books
925,1401218083,The Joker: Greatest Stories Ever Told (Batman),Books
926,1401218210,Batman: Going Sane,Books
927,1401218237,Countdown to Adventure,Books
928,1401217885,Checkmate Vol. 3: Fall of the Wall (DC Comics),Books
929,1401218261,"Justice League International, Vol. 2",Books
930,1401215580,Mystery in Space: VOL 01,Books
931,1401218482,Showcase Presents The Atom VOL 02,Books
932,1401218636,Green Arrow/Black Canary: Road to the Altar,Books
933,140121830X,Teen Titans Spotlight: Wonder Girl,Books
934,1401218318,American Virgin VOL 04: Around the World,Books
935,1401218474,"Showcase Presents: Superman, Vol. 4",Books
936,1401214908,Jonah Hex: Origins (All Star Western),Books
937,1401218113,Testament VOL 04: Exodus,Books
938,1401218512,"Superman Chronicles, Vol. 5",Books
940,1401217583,"Kiichi and the Magic Books, Vol. 4",Books
941,1401216463,"Doom Patrol Archives, The: Volume 4",Books
942,1401218717,The Battle of Genryu: Origin Vol. 1,Books
943,1401215033,The Brave and the Bold Vol. 1: Lords of Luck,Books
944,1401216854,"Exterminators, The Volume 4: Crossfire and Collateral",Books
945,1401218687,"ASTRO CITY: THE DARK AGE, BOOK 1",Books
946,1401217923,"Showcase Presents: Green Lantern, Vol. 3",Books
947,1401218032,Metamorpho: Year One - Trade Paperback,Books
948,1401218415,Green Arrow/Black Canary VOL 01: The Wedding Album (Green Arrow (Graphic Novels)),Books
949,1401219004,Suihelibe! Vol. 01,Books
950,1401218296,Trials of Shazam VOL 2,Books
951,1401218334,DMZ Vol. 5: The Hidden War,Books
952,1401218830,Broken Blade Vol. 2,Books
953,140121861X,Brave and the Bold Vol. 2: The Book of Destiny SC,Books
954,1401218822,Broken Blade Vol. 1,Books
955,1401218490,Simon Dark VOL 01,Books
956,1401218695,"Justice League of America, Vol. 2: The Lightning Saga",Books
957,1401218377,"All Star Superman, Vol. 2",Books
958,1401218326,Army @ Love VOL 02; Generation Pwned,Books
959,1401213782,Battler Britton,Books
960,1401219179,Dc Universe Illustrated By Neal Adams Hc Vol 01,Books
961,1401218547,"Jack of Fables, Vol. 3: The Bad Prince",Books
962,1401218601,"All Star Superman, Vol. 2",Books
963,1401218172,Showcase Presents Hawkman TP Vol 02,Books
964,1401219276,Teen Titans: Year One,Books
965,1401215246,"Tears of a Lamb, Vol. 6",Books
966,1401218369,World of Warcraft,Books
967,1401218105,Hellblazer: The Fear Machine,Books
968,1401219292,Catwoman: Crime Pays (Catwoman (Graphic Novels)),Books
969,1401218849,Broken Blade Vol. 3,Books
970,1401218563,"The Spirit Archives, Volume 25, The Complete Daily Strips, 1941 to 1944",Books
971,1401219349,Superman: Past and Future,Books
972,1401218180,"Showcase Presents: House of Secrets, Vol. 1",Books
973,1401219314,Batman and the Outsiders: The Chrysalis (Batman &amp; the Outsiders),Books
974,1401219357,Dc Comics Goes Ape TP,Books
975,1401218245,"Countdown to Final Crisis, Vol. 2",Books
976,1401218067,"Tangent Comics, Vol. 3",Books
977,1401217257,"Showcase Presents: Challengers of the Unknown, Vol. 2",Books
978,1401219306,JLA: Salvation Run,Books
979,1401218555,Sandman Presents: Dead Boy Detectives,Books
980,1401219020,Other Lives HC,Books
981,1401218407,Dr. Fate: Countdown to Mystery,Books
982,1401216579,Harley Quinn: Preludes and Knock Knock Jokes SC,Books
983,140121844X,Countdown Presents: Lord Havok and the Extremists,Books
984,1401217419,"Justice Society of America: Thy Kingdom Come, Part 1",Books
985,1401218091,World's Finest (Deluxe) (Superman/Batman),Books
986,1401219446,Legion of Super-Heroes: The More Things Change,Books
987,1401218288,The Flash: The Wild Wests,Books
988,1401217982,Countdown Presents: Search for Ray Palmer,Books
989,140121777X,Shirley VOL 01,Books
990,1401219705,Exterminators: Vol. 5 Bug Brothers Forever,Books
991,1401219497,Heavy Liquid,Books
992,1401219543,Uncle Sam and the Freedom Fighters: Brave New World,Books
993,1401218431,"JLA: The Deluxe Edition, Vol. 1",Books
994,1401219233,"Gotham Central, Book One: In the Line of Duty",Books
995,1401217788,Crayon Shinchan VOL 04 {Mature} (Crayon Shinchan - Reissue),Books
996,140121939X,100 Bullets Vol. 12: Dirty,Books
997,1401218660,Suicide Squad: From the Ashes,Books
998,1401218458,Metal Men,Books
1001,1401218652,Superman: Camelot Falls (Vol. 2),Books
1002,1401219713,Teen Titans: On the Clock,Books
1003,1401219209,"Will Eisner's The Spirit, Vol. 2",Books
1004,1401219411,"Justice League International, Vol. 3",Books
1005,1401218504,Supergirl: Beyond Good and Evil,Books
1006,1401218423,Hitman Vol. 2: Ten Thousand Bullets,Books
1007,1401216811,"All-Star Batman &amp; Robin, The Boy Wonder, Vol. 1",Books
1008,1401218040,"Shadowpact, Vol. 3",Books
1009,1401219195,"Scalped, Vol. 3: Dead Mothers",Books
1010,1401219993,Number of The Beast,Books
1011,1401218229,Countdown: Arena,Books
1012,1401219403,Superman vs. Brainiac,Books
1013,1401219772,The Vinyl Underground: Vol. 02: Pretty Dead Things,Books
1014,1401219756,Green Lantern Corps: Ring Quest,Books
1015,1401219330,Superman/Batman: The Search for Kryptonite,Books
1016,1401219160,Jack Kirby's The Demon,Books
1017,1401219128,"Countdown to Final Crisis, Vol. 4",Books
1018,1401219659,Nightwing: Freefall (Nightwing (Graphic Novels)),Books
1019,1401219608,Jonah Hex: Luck Runs Out (All Star Western),Books
1020,1401219470,Diana Prince: Wonder Woman Vol. 3 (Wonder Woman (Graphic Novels)),Books
1021,1401217184,"Showcase Presents: Justice League of America, Vol. 3",Books
1022,1401216935,The Question Vol. 2: Poisoned Ground,Books
1023,140121908X,Absolute Ronin,Books
1024,1401219853,Showcase Presents Brave and the Bold Vol. 3,Books
1025,1401219845,"Showcase Presents: Sgt. Rock, Vol. 2",Books
1026,1401219667,Crossing Midnight Vol. 3: The Sword in the Soul,Books
1027,1401220630,Venus Capriccio Vol. 3,Books
1028,1401218679,WILDSTORM: REVELATIONS,Books
1029,1401219969,All-New Atom: Small Wonder,Books
1030,1401220169,Green Arrow/Black Canary: Family Business,Books
1031,1401219489,Showcase Presents Wonder Woman Vol. 2,Books
1032,1401219837,Showcase Presents: Blackhawk,Books
1033,1401219748,"The Spirit Archives, Volume 26, After the Section, 1952 to 2005",Books
1034,1401219926,"Justice League of America, Vol. 4: Sanctuary",Books
1035,1401218393,Death of the New Gods,Books
1036,1401219241,Batman Death Mask,Books
1037,140121987X,Superman: The Third Kryptonian,Books
1038,1401220584,Ballad of a Shinigami Vol. 1 (Ballad of Shinigami),Books
1039,1401219861,Green Lantern: In Brightest Day,Books
1040,1401219799,Jack of Fables Vol. 4: Americana,Books
1041,1401220274,Go West! Vol. 01,Books
1042,1401219810,Showcase Presents World's Finest Vol. 2,Books
1043,1401220118,Wonder Woman: The Circle,Books
1044,1401220533,The Lizard Prince Vol. 1,Books
1045,1401220703,"Emma, Vol. 8",Books
1046,1401219594,New Teen Titans Archives Vol. 4,Books
1047,1401220029,Gen13 Vol. 3: 15 Minutes,Books
1048,1401219780,Young Liars: Vol. 1 Daydream Believer,Books
1049,1401220665,Invasion!,Books
1050,1401215572,52: The Companion,Books
1051,1401219764,"Showcase Presents: Metal Men, Vol. 2",Books
1052,1401221017,Crayon ShinChan #11 (Crayon Shinchan - Reissue),Books
1053,1401220797,House of Mystery Vol. 1: Room and Boredom,Books
1054,1401217575,"Kiichi and the Magic Books, Vol. 3",Books
1055,1401220657,Millennium,Books
1056,1401219802,Showcase Presents: Supergirl Vol. 2,Books
1057,1401217990,The Question: Five Books of Blood,Books
1058,1401220096,Batman: Private Casebook,Books
1059,1401216439,Catwoman: Catwoman Dies,Books
1060,1401220207,"Justice League International, Vol. 2",Books
1061,140121956X,Booster Gold: Blue and Gold,Books
1062,1401220045,Freddy Vs. Jason Vs. Ash,Books
1064,140122041X,Batman: The Long Halloween Collector Set,Books
1065,140122055X,My Darling! Miss Bancho 1,Books
1066,1401221203,The Lapis Lazuli Crown Vol. 1,Books
1067,1401219616,Batman Chronicles Vol. 06,Books
1068,1401220789,Tiny Titans Vol. 01: Welcome to the Treehouse,Books
1069,1401220037,Friday The 13th Vol. 2,Books
1071,1401221297,Supergirl: Way of the World,Books
1072,1401221106,Crayon Shinchan Vol. 7 (Crayon Shinchan - Reissue),Books
1073,1401220819,The Nobody,Books
1074,1401220436,"Fire Investigator Nanase, Vol. 1",Books
1075,1401220541,The Lizard Prince Vol. 2,Books
1076,1401221025,Crayon Shinchan Vol. 10 (Crayon Shinchan - Reissue),Books
1077,1401219535,Teen Titans Spotlight: Raven (Teen Titans (Dc Comics) (Graphic Novels)),Books
1078,1401221319,Superman: The Coming of Atlas HC,Books
1079,1401221270,"Hellblazer: Chas (John Constantine, Hellblazer)",Books
1080,1401219934,Legion of Super-Heroes: Enemy Rising,Books
1081,1401220932,Penguin Revolution Vol. 7,Books
1082,1401220355,"John Constantine, Hellblazer: Pandemonium",Books
1083,1401220398,Hellblazer: Pandemonium (Hellblazer (Graphic Novels)),Books
1084,1401219551,Batman: Joker's Asylum,Books
1085,1401221211,The Lapis Lazuli Crown Vol. 2,Books
1086,1401219373,The Starman Omnibus Vol. 1,Books
1087,1401220878,Superman: Brainiac,Books
1088,1401221327,Superman: Coming of Atlas,Books
1089,1401219721,JSA Presents: Green Lantern (Justice Society of America),Books
1090,1401220061,Booster Gold: 52 Pick-Up SC,Books
1091,140122170X,Simon Dark: Ashes,Books
1092,1401220142,Booster Gold: Blue and Gold SC,Books
1093,1401221394,Sandman Mystery Theatre (Book 7): The Mist &amp; the Phantom of the Fair,Books
1094,1401220851,Superman: Kryptonite Nevermore (DC Comics Classics Library),Books
1095,140122007X,Heavy Liquid SC,Books
1096,1401221629,Blue Beetle: Boundaries,Books
1097,1401216692,Lobo: Portrait of a Bastich,Books
1098,1401221238,Batman: Heart of Hush,Books
1099,1401221807,Showcase Presents: Ambush Bug Vol. 1,Books
1100,1401221009,"Venus in Love, Vol. 8",Books
1101,1401218571,America's Best Comics Primer,Books
1102,1401221556,"Tales of the Green Lantern Corps, Vol. 1",Books
1104,1401221343,Batman Chronicles Vol. 7,Books
1105,1401221408,Teen Titans Spotlight: Cyborg (Teen Titans (Dc Comics) (Graphic Novels)),Books
1106,1401221599,Shadowpact: The Burning Age,Books
1107,1401221939,Legion of Super-Heroes: The Life and Death of Ferro Lad (DC Comics Classics Library),Books
1108,1401221289,"Vigilante: City Lights, Prairie Justice",Books
1109,1401221416,Batman: Haunted Gotham,Books
1110,140122072X,"Emma, Vol. 10",Books
1112,1401220800,The Nobody,Books
1113,1401220312,Crayon Shinchan Vol. 06 (Crayon Shinchan - Reissue),Books
1114,1401221513,"The Flash Archives, Vol. 5 (Archive Editions)",Books
1115,1401221750,Birds of Prey: Club Kids,Books
1116,1401221831,Showcase Presents House Of Mystery TP Vol 3,Books
1117,140121911X,"Countdown to Final Crisis, Vol. 3",Books
1118,1401221521,Tangent: Superman's Reign (Vol. 1),Books
1119,1401221742,Batman: The Strange Deaths of Batman,Books
1120,1401221602,Dark Rain: A New Orleans Story,Books
1121,1401221858,"Showcase Presents: Legion of Super-Heroes, Vol. 3",Books
1122,1401220525,Stolen Hearts Vol. 2,Books
1123,1401221866,The Spirit Book Three (Spirit (DC Comics)),Books
1124,1401222064,Lost Boys: Reign of Frogs,Books
1125,1401221637,The Green Lantern Chronicles Vol. 1,Books
1126,1401221882,Showcase Presents: Superman Family Vol. 3,Books
1127,140122203X,DC/Wildstorm: DreamWar,Books
1128,1401221947,"The Starman Omnibus, Vol. 2",Books
1129,1401222366,Roots of the Swamp Thing (DC Comics Classics Library),Books
1130,1401221777,The Flash: Emergency Stop,Books
1131,1401221998,Batman and the Outsiders: The Snare (Batman &amp; the Outsiders),Books
1132,140122184X,"Showcase Presents: Justice League of America, Vol. 4",Books
1133,1401218008,"Green Lantern: The Sinestro Corps War, Vol. 2",Books
1134,1401222625,"Static Shock, Vol. 1: Rebirth of the Cool",Books
1135,1401220991,"Venus in Love, Vol. 7",Books
1136,1401222552,Robin: The Teen Wonder,Books
1137,140122217X,Cuba: My Revolution,Books
1138,1401222463,Batman: Two-Face/Scarecrow Year One,Books
1139,1401221890,"Vertigo Pop: Tokyo Days, Bangkok Nights",Books
1140,1401222587,Superman: Tales from the Phantom Zone,Books
1141,1401219438,Bat Lash: Guns and Roses (Bat Lash),Books
1142,1401219454,Batman: The Black Glove,Books
1143,1401222145,Genghis Khan: To the Ends of the Earth and Sea Vol. 1,Books
1144,1401222277,Apothecarius Argentum Vol. 8,Books
1145,1401222099,Texas Chainsaw Massacre Vol. 2,Books
1146,1401221610,Dark Rain: A New Orleans Story,Books
1147,1401221815,Showcase Presents: Aquaman Vol. 3,Books
1148,1401221548,War that Time Forgot Vol. 1,Books
1150,1401222781,"Showcase Presents: Green Lantern, Vol. 4",Books
1151,1401220258,Crayon Shinchan Vol. 05 (Crayon Shinchan - Reissue),Books
1152,140122248X,Billy Batson and the Magic of Shazam!,Books
1153,1401219462,"Justice Society of America: Thy Kingdom Come, Part 2",Books
1154,1401222293,"Heroes, Vol. 2 (Heroes (Wildstorm Paperback))",Books
1155,1401222307,Swan Vol. 15,Books
1156,1401221920,"The Batman Annuals, Vol. 1 (DC Comics Classics Library)",Books
1157,1401221963,"Justice League International, Vol. 4",Books
1158,1401221734,American Splendor: Another Dollar,Books
1159,1401220711,Emma Vol. 9,Books
1160,1401222560,Showcase Presents: Martian Manhunter Vol. 2,Books
1161,140121990X,Green Lantern: Secret Origin,Books
1162,1401221904,Brave and the Bold Vol. 3: Demons and Dragons (Brave and the Bold (DC Comics)),Books
1163,1401220908,Batman: R.I.P.,Books
1164,1401221874,"Superman Chronicles, Vol. 6",Books
1165,1401222196,Green Arrow/Black Canary: The Wedding Album SC,Books
1166,1401222870,100 Bullets Vol. 13: Wilt,Books
1167,1401222048,James Robinson's Complete Wildcats,Books
1168,1401222951,Showcase Presents: Bat Lash,Books
1170,1401221335,100%,Books
1172,1401222021,Justice League Unlimited: Heroes (Justice League Unlimited (Unnumbered)),Books
1173,1401222811,Final Crisis,Books
1174,1401222595,Superman: Ending Battle,Books
1175,1401222722,Young Liars Vol. 2: Maestro,Books
1176,1401222757,Batgirl: Redemption,Books
1178,1401221696,Black Lightning Year One,Books
1179,140122315X,Showcase Presents: Eclipso,Books
1180,1401222501,A League of Their Own,Books
1181,1401222706,Tenjho Tenge Vol. 18,Books
1182,1401222536,Justice League of America: The Second Coming,Books
1183,140122296X,Northlanders Vol. 2: The Cross + The Hammer,Books
1184,1401223109,Robin: Search For a Hero,Books
1185,1401220193,Titans: Old Friends,Books
1186,1401223427,World of Warcraft: Ashbringer,Books
1187,1401223273,Secret Six: Unhinged,Books
1188,1401223230,Final Crisis: Revelations,Books
1189,1401220886,Superman: Brainiac,Books
1190,1401223052,Legion of Super-Heroes: Enemy Manifest,Books
1191,1401223095,Teen Titans: Changing of the Guard,Books
1192,1401222978,Showcase Presents: The Flash Vol. 3,Books
1193,1401223281,Tiny Titans vol. 2: Adventures in Awesomeness,Books
1194,1401223133,Reign in Hell,Books
1195,1401222889,"Superman Chronicles, Vol. 7",Books
1196,1401222730,Green Lantern Corps: Sins of the Star Sapphire,Books
1197,1401222455,Batman: Mad Love and Other Stories,Books
1198,1401223141,Showcase Presents: Batman Vol. 4,Books
1199,1401222544,Rann/Thanagar Holy War Vol. 1,Books
1200,1401223699,Chuck,Books
1201,1401223192,"Superman: New Krypton, Vol. 2",Books
1202,1401222641,Batman: The Black Casebook,Books
1203,1401219284,Batman: Gotham Underground (Batman Beyond (DC Comics)),Books
1204,1401223184,Trinity Vol. 2 (Trinity (DC Comics)),Books
1205,1401223214,"Justice League of America by George Perez, Vol. 1 (DC Comics Classic Library)",Books
1206,1401223591,Bad Girls,Books
1207,1401223818,Resident Evil: Fire and Ice (Resident Evil (Wildstorm)),Books
1208,140122363X,Wildcats: World's End,Books
1209,140122105X,Jihai Vol. 1,Books
1210,140122136X,Wonder Woman: Ends of the Earth,Books
1211,1401222382,Batman: Gotham After Midnight,Books
1212,140122251X,Hellblazer: The Roots of Coincidence,Books
1213,1401223044,Legion of Super-Heroes: Enemy Manifest HC,Books
1214,1401224741,Tangent: Superman's Reign (Vol. 2),Books
1215,1401222846,Starman Omnibus Vol. 3,Books
1216,1401222498,Booster Gold: Reality Lost,Books
1217,1401223621,Authority: World's End,Books
1218,1401220770,Astro City: The Dark Age Book One SC (Kurt Busiek's Astro City),Books
1219,1401223729,"Absolute Promethea, Book 1",Books
1220,1401222838,Golden Age Starman Archives Vol. 2 (DC Archive Editions),Books
1221,1401223826,Bayou,Books
1223,1401223702,World of Warcraft Vol. 2 HC,Books
1224,1401224490,The World I Create Vol. 1,Books
1226,1401223370,Arkham Asylum: Madness,Books
1227,1401224881,Gen13: World's End,Books
1228,1401224105,Rampage #1,Books
1229,1401224776,Delirium's Party: A Little Endless Storybook,Books
1230,1401221262,Huntress: Year One,Books
1231,1401224717,"The Flash Chronicles, Vol. 1",Books
1232,1401224288,Sandman: Dream Hunters,Books
1233,1401223575,Trinity Vol. 3 (Trinity (DC Comics)),Books
1234,1401222609,The Flash (Featuring Impulse): Mercury Falling,Books
1235,1401224164,Batman: Battle for the Cowl,Books
1236,1401224873,Scalped Vol. 5: High Lonesome,Books
1237,1401223222,Final Crisis: Revelations HC,Books
1238,1401222994,Sandman by Kirby and Simon,Books
1239,1401224814,"Megatokyo, Vol. 6",Books
1240,140122511X,The Mighty Vol. 1,Books
1241,1401221300,DMZ Vol. 6: Blood in the Game,Books
1242,1401224989,Green Arrow/Black Canary: Enemies List,Books
1243,1401224210,Green Lantern: Agent Orange,Books
1244,1401225136,Wonder Woman: Rise of the Olympian,Books
1245,1401224504,"Justice League of America by George Perez, Vol. 2 (DC Comics Classics Library)",Books
1246,140122492X,Push,Books
1247,1401221688,Catwoman: The Long Road Home (Catwoman (Graphic Novels)),Books
1248,1401225098,Teen Titans: Deathtrap,Books
1249,1401224997,"The Green Lantern Chronicles, Vol. 2",Books
1250,1401224946,Batman: Monsters,Books
1252,1401223346,Final Crisis: Rogues' Revenge,Books
1253,1401224857,Jonah Hex: Lead Poisoning (All Star Western),Books
1254,1401224849,Batman Chronicles Vol. 8,Books
1255,1401225144,Batman: The Wrath,Books
1256,1401225012,John Constantine Hellblazer: Scab (Hellblazer (Graphic Novels)),Books
1257,1401224830,Air Vol. 2: Flying Machine,Books
1258,1401225047,Simon Dark: The Game of Life,Books
1259,1401224938,"Sleeper, Season 2",Books
1260,140122508X,Superman/Supergirl: Maelstrom,Books
1261,1401222986,The Flash of Two Worlds (DC Comics Classics Library),Books
1262,1401225128,Vixen: Return of the Lion,Books
1263,1401224911,Fringe TP,Books
1264,1401224954,Batman Battle For The Cowl Companion TP,Books
1265,1401225454,Storming Paradise,Books
1266,1401225535,Batman: Through the Looking Glass,Books
1267,1401225268,The Winter Men,Books
1268,1401225195,"Ex Machina, Vol. 8: Dirty Tricks",Books
1269,1401222404,Superman: Kryptonite,Books
1270,1401224199,Batman: Cacophony,Books
1271,140122489X,Stormwatch PHD: World's End (Stormwatch: Post Earth Division),Books
1272,1401224237,Justice League of America: Worlds Collide,Books
1273,1401225837,"Sandman Mystery Theatre, Vol. 8: The Blackhawk and the Return of the Scarlet Ghost",Books
1274,1401225322,"Saga of the Swamp Thing, Book 2",Books
1275,1401225713,Gotham City Sirens: Union,Books
1278,1401225209,"Gears of War, Vol. 1",Books
1279,1401225241,Showcase Presents: Wonder Woman Vol. 3,Books
1280,1401224180,Batman: Cacophony,Books
1281,140122430X,DMZ Vol. 7: War Powers,Books
1283,1401223257,Final Crisis: Legion of Three Worlds,Books
1284,1401225101,Terra,Books
1285,1401225640,Justice League: Cry for Justice (Jla (Justice League of America) (Graphic Novels)),Books
1286,1401225861,Solomon Grundy,Books
1287,1401220983,Crayon Shinchan Vol. 9 (Crayon Shinchan - Reissue),Books
1288,1401225705,Gotham City Sirens Vol. 1: Union HC,Books
1289,1401226086,Final Crisis Aftermath: Escape,Books
1290,1401225330,Sgt. Rock: The Lost Battalion HC,Books
1291,1401224768,Titans: Lockdown,Books
1292,1401225772,Batman: King Tut's Tomb,Books
1293,1401225799,Preacher Book Two,Books
1294,1401225934,The Newsboy Legion Vol. 1 Featuring Joe Simon &amp; Jack Kirby,Books
1295,1401225500,Jonah Hex: No Way Back,Books
1296,1401224687,Superman: Earth One,Books
1297,140122606X,Final Crisis Aftermath: Run,Books
1298,1401224628,High Moon Vol. 1,Books
1299,1401225063,Supergirl: Cosmic Adventures in the 8th Grade,Books
1300,1401225233,Showcase Presents House Of Secrets TP Vol 02,Books
1301,1401226000,Unknown Soldier Vol. 2: Easy Kill,Books
1302,140122587X,Jonah Hex: Six Gun War (All Star Western),Books
1304,1401225225,Mirror's Edge,Books
1305,1401225993,Secret Six: Depths,Books
1306,1401224709,Superman in World's Finest Archives Vol. 2 (DC Archive Editions),Books
1307,1401226019,Young Liars Vol. 3: Rock Life,Books
1308,1401226469,DC Universe: Origins,Books
1309,140122525X,Superman: Adventures of Flamebird &amp; Nightwing,Books
1310,1401226515,The Warlord: The Saga,Books
1311,1401225950,JSA: Strange Adventures,Books
1312,1401225845,Bayou Vol. 2,Books
1313,1401222927,Superman and Batman vs. Vampires and Werewolves,Books
1314,1401226116,Venus Capriccio Vol. 4,Books
1315,1401226485,Showcase Presents: Dial H For Hero,Books
1316,1401226701,Mysterius,Books
1317,1401225853,Showcase Presents World's Finest Vol. 3,Books
1318,1401226345,Superman: Mon-El (Vol. 1 ),Books
1319,1401225969,Starman Omnibus Vol. 4,Books
1320,1401226191,Red Robin: The Grail (Batman),Books
1321,1401225683,The Flash: Rebirth,Books
1322,1401225365,Tom Strong Deluxe Edition Vol. 1,Books
1323,1401225918,The Creeper by Steve Ditko,Books
1325,1401226434,Booster Gold: Day of Death,Books
1326,1401225896,R.E.B.E.L.S.: The Coming of Starro,Books
1327,1401225985,Hardware: The Man in the Machine,Books
1328,140122623X,Crisis on Multiple Earths Vol. 5,Books
1329,1401225470,Batman Dark Knight Archives Hc Vol 06 (DC Archives Editions),Books
1330,1401226272,Starcraft HC,Books
1331,140122332X,Superman/Batman: Finest Worlds,Books
1332,1401226744,Mad about Superheroes Vol. 2,Books
1333,1401226183,Power Girl: A New Beginning,Books
1334,140122640X,The Last Days of Animal Man,Books
1335,1401225217,"Gotham Central, Vol. 2: Jokers and Madmen",Books
1336,1401226477,"Superman Chronicles, Vol. 8",Books
1337,1401226809,Tom Strong Deluxe Edition Vol. 2,Books
1338,1401226450,The Batman Chronicles Vol. 9,Books
1339,1401225667,"Batman and Robin, Vol. 1: Batman Reborn",Books
1340,1401226671,Authority: Rule Brittania,Books
1341,1401226361,"Superman: New Krypton, Vol. 3",Books
